Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,371090,16094893,217575,2-Jul-19,Void: 45 Ft. RV Storage with Cooler - (21-Jun-19 - 31-Oct-19),Cancelled Reservation,Storage,Amanda,"79,200.00"
Sunland RV Resort Emerald Desert,344423,16094798,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Jun-19 - 14-Jul-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094130,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Oct-18 - 14-Nov-18),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094133,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Nov-18 - 14-Dec-18),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094134,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Dec-18 - 14-Jan-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094137,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Jan-19 - 14-Feb-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094315,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Feb-19 - 14-Mar-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094316,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Mar-19 - 14-Apr-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094369,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Apr-19 - 14-May-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094370,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-May-19 - 14-Jun-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,344423,16094799,197581,2-Jul-19,Void: 40 Ft. RV Storage - (14-Jun-19 - 14-Jul-19),Cancelled Reservation,Storage,Amanda,450
Sunland RV Resort Emerald Desert,379899,15954074,224141,2-Jul-19,Void: 02-ED Weekly Rate - (02-Jul-19),Cancelled Reservation,Lot-Weekly,Amanda,48
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,348109,14649665,200223,2-Jul-19,Void: 03A-ED Monthly - (02-Jul-19),Cancelled Reservation,Lot-Monthly,Darlene,19.67
Sunland RV Resort Emerald Desert,376710,15901778,221788,2-Jul-19,Void: 07-ED Parking/Storage - (02-Jul-19),Cancelled Reservation,PARKING,Lee,0
Sunland RV Resort Emerald Desert,384443,16083995,227552,2-Jul-19,Void: 01-ED Daily Charge - (02-Jul-19),Incorrect Entry,Lot-Daily,Lee,54
Sunland RV Resort Emerald Desert,384443,16083996,227552,2-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,384443,16083997,227552,2-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,384443,16083998,227552,2-Jul-19,Void:    - ED43,Incorrect Entry,Win The Sale,Lee,-53
Sunland RV Resort Emerald Desert,382699,16036317,226279,2-Jul-19,Void: 02-ED Weekly Rate - (02-Jul-19),Cancelled Reservation,Lot-Weekly,NBalch,47.67
Sunland RV Resort Emerald Desert,382699,16036318,226279,2-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,NBalch,1
Sunland RV Resort Emerald Desert,384386,16082730,227506,2-Jul-19,Void: 82-GV Weekly Charge - (02-Jul-19),Incorrect Entry,Lot-Weekly,Olivia,0
Sunland RV Resort Emerald Desert,379899,15954075,224141,3-Jul-19,Void: 02-ED Weekly Rate - (03-Jul-19),Cancelled Reservation,Lot-Weekly,Amanda,48
Sunland RV Resort Emerald Desert,367863,16094337,215238,3-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,0.11
Sunland RV Resort Emerald Desert,367863,16094334,215238,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Cancelled Reservation,Lot-Daily,Amanda,58
Sunland RV Resort Emerald Desert,367863,16094335,215238,3-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,6.27
Sunland RV Resort Emerald Desert,367863,16094336,215238,3-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,381871,16045624,226526,3-Jul-19,Void: ED-306/307: 01-ED Daily Charge - (03-Jul-19),Cancelled Reservation,Lot-Daily,Amanda,65
Sunland RV Resort Emerald Desert,381871,16045625,226526,3-Jul-19,Void:    - 1 x Pets,Cancelled Reservation,PETS,Amanda,3
Sunland RV Resort Emerald Desert,381871,16045626,226526,3-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,348109,14649666,200223,3-Jul-19,Void: 03A-ED Monthly - (03-Jul-19),Cancelled Reservation,Lot-Monthly,Darlene,19.67
Sunland RV Resort Emerald Desert,382330,16018861,226010,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Incorrect Entry,Lot-Daily,Jenn,74
Sunland RV Resort Emerald Desert,382330,16018862,226010,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,7.23
Sunland RV Resort Emerald Desert,382330,16018863,226010,3-Jul-19,Void:    - 1 x Pets,Incorrect Entry,PETS,Jenn,3
Sunland RV Resort Emerald Desert,382330,16018864,226010,3-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,382330,16018865,226010,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,382330,16018866,226010,3-Jul-19,Void:    - GOOD SAM,Incorrect Entry,Good Sam Discount,Jenn,-7.4
Sunland RV Resort Emerald Desert,381740,15999630,225464,3-Jul-19,Void: 01-ED Villa Daily Rate - (03-Jul-19),Incorrect Entry,VILLA RENTALS,Jenn,191
Sunland RV Resort Emerald Desert,381740,15999631,225464,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,20.9
Sunland RV Resort Emerald Desert,381740,15999632,225464,3-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,381740,15999633,225464,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,384425,16084372,227537,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Incorrect Entry,Lot-Daily,Jenn,64
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,384425,16084373,227537,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,6.93
Sunland RV Resort Emerald Desert,384425,16084374,227537,3-Jul-19,Void:    - 1 x Children,Incorrect Entry,ADDITIONAL OCUPNTS,Jenn,2
Sunland RV Resort Emerald Desert,384425,16084375,227537,3-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,384425,16084376,227537,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,382812,16040371,226369,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Incorrect Entry,Lot-Daily,Jenn,71
Sunland RV Resort Emerald Desert,382812,16040372,226369,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,7.7
Sunland RV Resort Emerald Desert,382812,16040373,226369,3-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,382812,16040374,226369,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,382811,16040398,226368,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Incorrect Entry,Lot-Daily,Jenn,71
Sunland RV Resort Emerald Desert,382811,16040399,226368,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,7.7
Sunland RV Resort Emerald Desert,382811,16040400,226368,3-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,382811,16040401,226368,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,384073,16075499,227273,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Incorrect Entry,Lot-Daily,Jenn,71
Sunland RV Resort Emerald Desert,384073,16075500,227273,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,7.7
Sunland RV Resort Emerald Desert,384073,16075501,227273,3-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,384073,16075502,227273,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,382813,16040341,226370,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Incorrect Entry,Lot-Daily,Jenn,77
Sunland RV Resort Emerald Desert,382813,16040342,226370,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,8.36
Sunland RV Resort Emerald Desert,382813,16040343,226370,3-Jul-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Jenn,6
Sunland RV Resort Emerald Desert,382813,16040344,226370,3-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,382813,16040345,226370,3-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,376710,15901779,221788,3-Jul-19,Void: 07-ED Parking/Storage - (03-Jul-19),Cancelled Reservation,PARKING,Lee,0
Sunland RV Resort Emerald Desert,382902,16043765,226430,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Cancelled Reservation,Lot-Daily,Lindsay,78
Sunland RV Resort Emerald Desert,382902,16043766,226430,3-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,7.62
Sunland RV Resort Emerald Desert,382902,16043767,226430,3-Jul-19,Void:    - 1 x Adults,Cancelled Reservation,ADDITIONAL OCUPNTS,Lindsay,10
Sunland RV Resort Emerald Desert,382902,16043768,226430,3-Jul-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,Lindsay,6
Sunland RV Resort Emerald Desert,382902,16043769,226430,3-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lindsay,1
Sunland RV Resort Emerald Desert,382902,16043770,226430,3-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,0.11
Sunland RV Resort Emerald Desert,384599,16088661,227668,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Cancelled Reservation,Lot-Daily,Lindsay,74
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,384599,16088662,227668,3-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,8.03
Sunland RV Resort Emerald Desert,384599,16088663,227668,3-Jul-19,Void:    - 1 x Pets,Cancelled Reservation,PETS,Lindsay,3
Sunland RV Resort Emerald Desert,384599,16088664,227668,3-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Lindsay,1
Sunland RV Resort Emerald Desert,384599,16088665,227668,3-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,0.11
Sunland RV Resort Emerald Desert,382902,16043771,226430,3-Jul-19,Void:    - MILITARY DISCOUNT,Cancelled Reservation,MilitaryDiscount,Lindsay,-7.7
Sunland RV Resort Emerald Desert,383752,16096114,227046,3-Jul-19,Void: Energy Charge - (8935 - 9895),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,112.22
Sunland RV Resort Emerald Desert,383752,16096115,227046,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,383752,16096118,227046,3-Jul-19,Void: California Surcharge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0.28
Sunland RV Resort Emerald Desert,384781,16096126,227800,3-Jul-19,Void: Energy Charge - (26796 - 27155),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,41.97
Sunland RV Resort Emerald Desert,384781,16096127,227800,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,384781,16096128,227800,3-Jul-19,Void: California Surcharge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0.1
Sunland RV Resort Emerald Desert,382699,16036319,226279,3-Jul-19,Void: 02-ED Weekly Rate - (03-Jul-19),Cancelled Reservation,Lot-Weekly,NBalch,47.67
Sunland RV Resort Emerald Desert,382699,16036320,226279,3-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,NBalch,1
Sunland RV Resort Emerald Desert,384122,16096083,227312,3-Jul-19,Void: Energy Charge - (83233 - 83233),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0
Sunland RV Resort Emerald Desert,384122,16096092,227312,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,384122,16096093,227313,3-Jul-19,Void: Energy Charge - (50881 - 50881),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0
Sunland RV Resort Emerald Desert,384122,16096094,227313,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,381539,16096134,226554,3-Jul-19,Void: Energy Charge - (50498 - 52817),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,271.09
Sunland RV Resort Emerald Desert,382436,16096120,226539,3-Jul-19,Void: Energy Charge - (21598 - 22793),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,139.7
Sunland RV Resort Emerald Desert,382489,16096108,235482,3-Jul-19,Void: Energy Charge - (37199 - 37199),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0
Sunland RV Resort Emerald Desert,382489,16096109,235482,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,384044,16096131,227252,3-Jul-19,Void: Energy Charge - (27851 - 28908),Cancelled Reservation,USAGE REIMB-ELECTRIC,NBalch,123.56
Sunland RV Resort Emerald Desert,384044,16096132,227252,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,384044,16096133,227252,3-Jul-19,Void: California Surcharge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0.31
Sunland RV Resort Emerald Desert,384476,16084920,227573,3-Jul-19,Void:    - 1 x Pets,Testing ,PETS,NBalch,3
Sunland RV Resort Emerald Desert,384476,16084921,227573,3-Jul-19,Void:    - Internet Access-ED,Testing ,USAGE REIMB-WIFI,NBalch,1
Sunland RV Resort Emerald Desert,384476,16084922,227573,3-Jul-19,Void:    - TOT,Testing ,Transient/Occupancy Tax,NBalch,0.11
Sunland RV Resort Emerald Desert,384476,16084923,227573,3-Jul-19,Void:    - GOOD SAM,Testing ,Good Sam Discount,NBalch,-7.7
Sunland RV Resort Emerald Desert,384476,16084917,227573,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Testing ,Lot-Daily,NBalch,77
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,384476,16084918,227573,3-Jul-19,Void:    - TOT,Testing ,Transient/Occupancy Tax,NBalch,7.52
Sunland RV Resort Emerald Desert,384476,16084919,227573,3-Jul-19,Void:    - 2 x Adults,Testing ,ADDITIONAL OCUPNTS,NBalch,20
Sunland RV Resort Emerald Desert,382396,16096135,226061,3-Jul-19,Void: Energy Charge - (11547 - 12487),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,109.89
Sunland RV Resort Emerald Desert,367023,16096123,227696,3-Jul-19,Void: Energy Charge - (6162 - 6672),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,59.62
Sunland RV Resort Emerald Desert,367023,16096124,227696,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,367023,16096125,227696,3-Jul-19,Void: California Surcharge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0.15
Sunland RV Resort Emerald Desert,375824,16096064,221097,3-Jul-19,Void: Energy Charge - (27688 - 27688),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0
Sunland RV Resort Emerald Desert,375824,16096065,221097,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,375824,16096063,221097,3-Jul-19,Void: Energy Charge - (27688 - 27688),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0
Sunland RV Resort Emerald Desert,375824,16096066,221097,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,333965,16096968,190272,3-Jul-19,Void: Energy Charge - (3209 - 4149),Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,109.89
Sunland RV Resort Emerald Desert,333965,16096969,190272,3-Jul-19,Void: Energy Base Charge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,9.6
Sunland RV Resort Emerald Desert,333965,16096970,190272,3-Jul-19,Void: California Surcharge,Incorrect Entry,USAGE REIMB-ELECTRIC,NBalch,0.27
Sunland RV Resort Emerald Desert,384500,16085865,227597,3-Jul-19,Void: 01-ED Daily Charge - (03-Jul-19),Testing ,Lot-Daily,NBalch,54
Sunland RV Resort Emerald Desert,384500,16085866,227597,3-Jul-19,Void:    - TOT,Testing ,Transient/Occupancy Tax,NBalch,5.83
Sunland RV Resort Emerald Desert,384500,16085867,227597,3-Jul-19,Void:    - Internet Access-ED,Testing ,USAGE REIMB-WIFI,NBalch,1
Sunland RV Resort Emerald Desert,384500,16085868,227597,3-Jul-19,Void:    - TOT,Testing ,Transient/Occupancy Tax,NBalch,0.11
Sunland RV Resort Emerald Desert,384386,16082731,227506,3-Jul-19,Void: 82-GV Weekly Charge - (03-Jul-19),Incorrect Entry,Lot-Weekly,Olivia,0
Sunland RV Resort Emerald Desert,381871,16045627,226526,4-Jul-19,Void: ED-306/307: 01-ED Daily Charge - (04-Jul-19),Cancelled Reservation,Lot-Daily,Amanda,71
Sunland RV Resort Emerald Desert,381871,16045628,226526,4-Jul-19,Void:    - 1 x Pets,Cancelled Reservation,PETS,Amanda,3
Sunland RV Resort Emerald Desert,381871,16045629,226526,4-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,367863,16094338,215238,4-Jul-19,Void: 01-ED Daily Charge - (04-Jul-19),Cancelled Reservation,Lot-Daily,Amanda,58
Sunland RV Resort Emerald Desert,367863,16094339,215238,4-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,6.27
Sunland RV Resort Emerald Desert,367863,16094340,215238,4-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,367863,16094341,215238,4-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,0.11
Sunland RV Resort Emerald Desert,379899,15954076,224141,4-Jul-19,Void: 02-ED Weekly Rate - (04-Jul-19),Cancelled Reservation,Lot-Weekly,Amanda,48
Sunland RV Resort Emerald Desert,382556,16035925,226180,4-Jul-19,Void: 01-ED Daily Charge - (04-Jul-19),Cancelled Reservation,Lot-Daily,Amanda,71
Sunland RV Resort Emerald Desert,382556,16035926,226180,4-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,7.7
Sunland RV Resort Emerald Desert,382556,16035927,226180,4-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,382556,16035928,226180,4-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,0.11
Sunland RV Resort Emerald Desert,382556,16076181,226180,4-Jul-19,Void: 01-ED Daily Charge - (04-Jul-19),Cancelled Reservation,Lot-Daily,Amanda,71
Sunland RV Resort Emerald Desert,382556,16076182,226180,4-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,6.93
Sunland RV Resort Emerald Desert,382556,16076183,226180,4-Jul-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Amanda,1
Sunland RV Resort Emerald Desert,382556,16076184,226180,4-Jul-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,0.11
Sunland RV Resort Emerald Desert,382556,16076185,226180,4-Jul-19,Void:    - MILITARY DISCOUNT,Cancelled Reservation,MilitaryDiscount,Amanda,-7
Sunland RV Resort Emerald Desert,348109,14649667,200223,4-Jul-19,Void: 03A-ED Monthly - (04-Jul-19),Cancelled Reservation,Lot-Monthly,Darlene,19.67
Sunland RV Resort Emerald Desert,382813,16040346,226370,4-Jul-19,Void: 01-ED Daily Charge - (04-Jul-19),Incorrect Entry,Lot-Daily,Jenn,77
Sunland RV Resort Emerald Desert,382330,16018867,226010,4-Jul-19,Void: 01-ED Daily Charge - (04-Jul-19),Incorrect Entry,Lot-Daily,Jenn,74
Sunland RV Resort Emerald Desert,382330,16018868,226010,4-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,7.22
Sunland RV Resort Emerald Desert,382330,16018869,226010,4-Jul-19,Void:    - 1 x Pets,Incorrect Entry,PETS,Jenn,3
Sunland RV Resort Emerald Desert,382330,16018870,226010,4-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,382330,16018871,226010,4-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,382330,16018872,226010,4-Jul-19,Void:    - GOOD SAM,Incorrect Entry,Good Sam Discount,Jenn,-7.4
Sunland RV Resort Emerald Desert,384073,16075503,227273,4-Jul-19,Void: 01-ED Daily Charge - (04-Jul-19),Incorrect Entry,Lot-Daily,Jenn,71
Sunland RV Resort Emerald Desert,384073,16075504,227273,4-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,7.7
Sunland RV Resort Emerald Desert,384073,16075505,227273,4-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,384073,16075506,227273,4-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,382813,16040347,226370,4-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,8.36
Sunland RV Resort Emerald Desert,382813,16040348,226370,4-Jul-19,Void:    - 2 x Pets,Incorrect Entry,PETS,Jenn,6
Sunland RV Resort Emerald Desert,382813,16040349,226370,4-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
Sunland RV Resort Emerald Desert,382813,16040350,226370,4-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,0.11
Sunland RV Resort Emerald Desert,382811,16040402,226368,4-Jul-19,Void: 01-ED Daily Charge - (04-Jul-19),Incorrect Entry,Lot-Daily,Jenn,71
Sunland RV Resort Emerald Desert,382811,16040403,226368,4-Jul-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,7.7
Sunland RV Resort Emerald Desert,382811,16040404,226368,4-Jul-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,1
